path,Engagement,Boredom,Confusion,Frustration 
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100011023,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100011025,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100011026,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100011027,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100011028,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100011029,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100011031,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100011032,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100011034,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100011035,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100011037,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100011038,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100011040,2,1,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100011046,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100011047,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100011048,2,1,1,1
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100011049,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100011050,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100011051,3,0,1,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100011052,3,1,0,1
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100011053,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100011054,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100011055,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100011056,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100011057,3,1,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100011058,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100011059,3,0,1,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100011060,3,1,1,1
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100011062,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100011063,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100011064,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100011066,3,1,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100011067,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100011068,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100011069,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100011070,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100011071,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100011072,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100011073,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100011075,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100011076,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100011078,2,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100011079,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100011080,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100011081,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100011082,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100011083,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100012001,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100012003,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100012007,3,0,0,1
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100012008,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100012009,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100012010,3,0,3,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100012011,3,0,0,1
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100012013,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100012014,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100012015,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100012016,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100012017,3,0,1,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100012018,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100012021,2,1,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100012022,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100012023,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100012025,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100012026,3,1,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100012027,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100012028,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100012030,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100012031,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100012032,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100012033,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100012036,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100012037,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100012038,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100012041,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100012042,2,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100012045,2,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100012046,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100012047,2,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100012049,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100012050,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100012051,3,0,1,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100012052,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100012057,3,1,1,1
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100012059,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100012060,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100012061,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100012062,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100012063,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100012064,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100012065,3,0,1,1
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100012066,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110001/1100012069,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110002/1100021001,2,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110002/1100021003,1,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110002/1100021015,2,2,0,1
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110002/1100021038,2,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110002/1100021039,2,1,2,2
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110002/1100021040,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110002/1100021045,3,1,0,1
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110002/1100021050,3,0,0,2
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110002/1100021055,1,3,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110002/1100022001,3,2,1,1
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110002/1100022002,2,2,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110002/1100022003,3,2,1,1
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110002/1100022004,3,2,0,1
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110002/1100022005,1,2,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110002/1100022008,2,2,1,1
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110002/1100022009,3,2,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110002/1100022014,3,0,1,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110002/1100022019,3,1,1,1
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110002/1100022020,2,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110002/1100022021,2,1,1,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110002/1100022022,2,3,0,1
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110002/1100022026,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110002/1100022027,3,1,1,1
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110002/1100022028,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110002/1100022029,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110002/1100022031,3,0,1,1
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110002/1100022035,2,0,1,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110002/1100022038,3,1,1,1
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110002/1100022039,3,1,0,1
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110002/1100022045,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110002/1100022046,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110002/1100022047,3,1,3,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110002/1100022048,2,0,2,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110002/1100022049,2,0,3,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110002/1100022051,3,0,3,1
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110002/1100022052,2,0,2,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110002/1100022053,2,0,2,1
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110002/1100022054,2,1,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110002/1100022055,2,1,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110002/1100022056,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110002/1100022057,2,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110004/1100041006,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110004/1100041015,3,2,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110004/1100041016,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110004/1100041017,2,2,0,2
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110004/1100041018,2,2,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110004/1100041021,2,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110004/1100041022,2,2,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110004/1100041023,2,2,2,1
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110004/1100041024,2,2,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110004/1100041029,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110004/1100041034,2,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110004/1100041044,2,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110004/1100041051,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110004/1100041052,2,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110004/1100042009,2,2,1,1
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110004/1100042010,2,2,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110004/1100042011,2,2,1,1
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110004/1100042017,2,2,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110004/1100042018,2,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110004/1100042019,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110004/1100042020,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110004/1100042023,1,3,1,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110004/1100042024,2,2,1,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110004/1100042025,2,1,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110004/1100042026,1,2,1,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110004/1100042029,3,0,1,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110004/1100042030,2,0,1,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110004/1100042031,3,2,2,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110004/1100042034,2,1,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110004/1100042040,2,1,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110004/1100042041,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110004/1100042058,2,1,2,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110004/1100042059,2,2,0,1
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110004/1100042060,2,2,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100051002,2,1,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100051004,2,2,3,1
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100051006,2,2,1,1
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100051007,1,2,2,1
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100051008,2,2,2,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100051009,2,2,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100051011,2,1,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100051012,2,1,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100051013,2,2,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100051014,2,1,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100051016,1,2,2,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100051017,2,2,1,2
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100051019,3,2,1,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100051020,2,1,1,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100051021,2,2,2,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100051022,2,2,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100051023,2,1,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100051024,2,2,1,1
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100051025,2,2,2,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100051026,2,2,1,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100051028,2,2,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100051029,2,2,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100051030,1,2,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100051031,1,2,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100051032,3,1,1,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100051033,2,2,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100051034,2,2,2,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100051035,2,2,1,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100051036,2,2,2,1
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100051037,2,2,0,2
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100051039,2,2,2,3
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100051041,3,1,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100051042,2,2,2,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100051044,2,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100051045,3,1,1,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100051046,2,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100051048,2,2,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100051049,2,2,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100051050,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100051051,2,1,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100051052,2,1,1,1
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100051053,1,2,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100051054,2,2,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100051055,2,0,0,1
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100051056,2,1,1,1
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100051057,3,2,2,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100051059,3,0,1,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100051061,2,2,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100051062,3,2,2,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100051064,3,2,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100051065,2,2,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100051066,3,3,2,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100051067,3,2,2,1
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100051068,3,1,1,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100051071,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100051076,2,2,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100051078,2,0,0,1
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100051079,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100052001,2,2,0,1
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100052002,2,1,1,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100052006,2,2,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100052007,2,1,1,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100052008,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100052009,2,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100052014,1,3,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100052023,2,1,1,1
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100052024,2,1,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100052026,2,1,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100052027,2,2,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100052028,3,2,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100052030,2,2,1,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100052031,2,1,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100052032,2,1,0,1
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100052033,2,1,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100052035,2,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100052036,2,1,0,1
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100052037,2,2,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100052038,2,2,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100052039,2,1,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100052040,3,2,1,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100052041,2,2,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100052047,2,1,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100052048,2,2,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100052049,2,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100052051,2,2,2,3
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100052055,2,1,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100052057,2,3,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100052060,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100052061,2,1,1,1
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100052062,2,3,0,1
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100052065,3,2,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100052068,2,3,2,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110005/1100052070,2,1,0,1
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110006/1100061009,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110006/1100061010,3,1,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110006/1100061011,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110006/1100061012,2,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110006/1100061013,3,1,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110006/1100061015,2,3,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110006/1100061016,2,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110006/1100061018,2,2,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110006/1100061019,2,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110006/1100061022,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110006/1100061023,2,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110006/1100061025,2,2,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110006/1100061027,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110006/1100061028,2,1,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110006/1100061030,2,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110006/1100061031,2,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110006/1100061032,2,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110006/1100061033,3,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110006/1100061034,2,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110006/1100061035,2,0,0,0
/content/DAiSEE2/DAiSEE/DataSet/TrainFrames/110006/1100061036,3,1,0,0
